Age,Lat,Long
31,57.7378025,12.0253357
40,57.7378025,12.0253357
18,57.7378025,12.0253357
40,57.7378025,12.0253357
29,57.7378025,12.0253357
28,57.7378025,12.0253357
60,57.7378025,12.0253357
22,57.7378025,12.0253357
56,57.7378025,12.0253357
51,57.7378025,12.0253357
51,57.7378025,12.0253357
51,57.7378025,12.0253357
57,57.7378025,12.0253357
57,57.7378025,12.0253357
65,57.7378025,12.0253357
49,57.7378025,12.0253357
29,57.7378025,12.0253357
43,57.7378025,12.0253357
37,57.7378025,12.0253357
37,57.7378025,12.0253357
37,57.7378025,12.0253357
44,57.7378025,12.0253357
58,57.7378025,12.0253357
58,57.7378025,12.0253357
58,57.7378025,12.0253357
58,57.7378025,12.0253357
35,57.7378025,12.0253357
47,57.7378025,12.0253357
47,57.7378025,12.0253357
47,57.7378025,12.0253357
47,57.7378025,12.0253357
56,57.7378025,12.0253357
60,57.7378025,12.0253357
34,57.7364778,12.0245958
32,57.7364778,12.0245958
36,57.7378025,12.0253357
34,57.7378025,12.0253357
34,57.7378025,12.0253357
34,57.7378025,12.0253357
33,57.7378025,12.0253357
61,57.7378025,12.0253357
65,57.7378025,12.0253357
65,57.7378025,12.0253357
65,57.7378025,12.0253357
58,57.7378025,12.0253357
60,57.7378025,12.0253357
22,57.7378025,12.0253357
52,57.7378025,12.0253357
52,57.7378025,12.0253357
59,57.7378025,12.0253357
49,57.7378025,12.0253357
49,57.7378025,12.0253357
45,57.7378025,12.0253357
41,57.7378025,12.0253357
20,57.7378025,12.0253357
23,57.7378025,12.0253357
26,57.7378025,12.0253357
64,57.7378025,12.0253357
27,57.7378025,12.0253357
27,57.7378025,12.0253357
50,57.7616601,12.0380893
51,57.760516,12.0379492
44,57.760516,12.0379492
27,57.760516,12.0379492
18,57.760516,12.0379492
54,57.760516,12.0379492
60,57.760516,12.0379492
46,57.760516,12.0379492
40,57.760516,12.0379492
20,57.760516,12.0379492
45,57.760516,12.0379492
68,57.760516,12.0379492
39,57.760516,12.0379492
19,57.760516,12.0379492
58,57.7606969,12.0379795
61,57.7606969,12.0379795
47,57.7606969,12.0379795
44,57.7606969,12.0379795
22,57.7606969,12.0379795
36,57.7606969,12.0379795
41,57.7606969,12.0379795
35,57.7606969,12.0379795
39,57.7606969,12.0379795
23,57.7608614,12.0379573
23,57.7608614,12.0379573
29,57.7608614,12.0379573
26,57.7608614,12.0379573
24,57.7608614,12.0379573
24,57.7608614,12.0379573
51,57.7608614,12.0379573
61,57.7608614,12.0379573
60,57.7609571,12.0379715
29,57.7609571,12.0379715
30,57.7609571,12.0379715
32,57.7609571,12.0379715
32,57.7609571,12.0379715
34,57.7609571,12.0379715
34,57.7609571,12.0379715
40,57.7609571,12.0379715
59,57.7609571,12.0379715
22,57.7609571,12.0379715
65,57.7609571,12.0379715
57,57.7612866,12.037363
65,57.7612866,12.037363
58,57.7612866,12.037363
47,57.7612866,12.037363
49,57.7612866,12.037363
64,57.7612866,12.037363
46,57.7612866,12.037363
35,57.7612866,12.037363
31,57.7612866,12.037363
31,57.7612866,12.037363
31,57.7612866,12.037363
31,57.7612866,12.037363
31,57.7612866,12.037363
38,57.7612866,12.037363
32,57.7612866,12.037363
36,57.7612866,12.037363
24,57.7612866,12.037363
18,57.7612866,12.037363
23,57.7612866,12.037363
23,57.7612866,12.037363
54,57.7612866,12.037363
42,57.7612866,12.037363
51,57.7612866,12.037363
51,57.7612866,12.037363
61,57.7612866,12.037363
61,57.7612866,12.037363
61,57.7612866,12.037363
61,57.7612866,12.037363
58,57.7612866,12.037363
33,57.7612866,12.037363
28,57.7612866,12.037363
28,57.7612866,12.037363
24,57.7612866,12.037363
57,57.7612866,12.037363
53,57.7612866,12.037363
49,57.7612866,12.037363
49,57.7612866,12.037363
49,57.7612866,12.037363
60,57.7612866,12.037363
46,57.7612866,12.037363
32,57.7612866,12.037363
39,57.7612866,12.037363
39,57.7612866,12.037363
48,57.7612866,12.037363
30,57.7612866,12.037363
30,57.7612866,12.037363
39,57.7612866,12.037363
39,57.7612866,12.037363
36,57.7612866,12.037363
28,57.7612866,12.037363
29,57.7612866,12.037363
22,57.7612866,12.037363
63,57.7612866,12.037363
63,57.7612866,12.037363
63,57.7612866,12.037363
47,57.7612866,12.037363
49,57.7612866,12.037363
69,57.7612866,12.037363
69,57.7612866,12.037363
37,57.7612866,12.037363
24,57.7612866,12.037363
33,57.7612866,12.037363
30,57.7612866,12.037363
42,57.7612866,12.037363
39,57.7612866,12.037363
29,57.7612866,12.037363
26,57.7612866,12.037363
27,57.7612866,12.037363
25,57.7610582,12.0379865
38,57.7610582,12.0379865
27,57.7610582,12.0379865
68,57.7610582,12.0379865
63,57.7610582,12.0379865
49,57.7610582,12.0379865
45,57.7610582,12.0379865
39,57.7610582,12.0379865
47,57.7610582,12.0379865
30,57.7610582,12.0379865
39,57.7610582,12.0379865
65,57.7610582,12.0379865
65,57.7620313,12.0390284
50,57.7620313,12.0390284
50,57.7620313,12.0390284
53,57.7620313,12.0390284
34,57.7620313,12.0390284
60,57.7620313,12.0390284
36,57.7620313,12.0390284
58,57.7620313,12.0390284
68,57.7620313,12.0390284
48,57.7620313,12.0390284
50,57.7620313,12.0390284
53,57.7620313,12.0390284
42,57.7620313,12.0390284
46,57.7620313,12.0390284
39,57.7620313,12.0390284
39,57.7620313,12.0390284
52,57.7620313,12.0390284
50,57.7620313,12.0390284
31,57.7620313,12.0390284
58,57.7620313,12.0390284
36,57.7620313,12.0390284
33,57.7620313,12.0390284
38,57.7620313,12.0390284
34,57.7620313,12.0390284
56,57.7620313,12.0390284
56,57.7620313,12.0390284
27,57.7620313,12.0390284
57,57.7620313,12.0390284
69,57.7620313,12.0390284
28,57.7620313,12.0390284
22,57.7620313,12.0390284
22,57.7620313,12.0390284
66,57.7620313,12.0390284
27,57.7620313,12.0390284
67,57.7613469,12.0380636
67,57.7613469,12.0380636
62,57.7613469,12.0380636
54,57.7613469,12.0380636
54,57.7613469,12.0380636
54,57.7613469,12.0380636
48,57.7613469,12.0380636
64,57.7613469,12.0380636
64,57.7613469,12.0380636
26,57.7613469,12.0380636
26,57.7613469,12.0380636
63,57.7613469,12.0380636
24,57.7613469,12.0380636
24,57.7613469,12.0380636
24,57.7613469,12.0380636
19,57.7615262,12.0380914
22,57.7615262,12.0380914
60,57.7615262,12.0380914
62,57.7615262,12.0380914
45,57.7615262,12.0380914
45,57.7615262,12.0380914
24,57.7615262,12.0380914
52,57.7615262,12.0380914
52,57.7615262,12.0380914
63,57.7615262,12.0380914
55,57.7615262,12.0380914
32,57.7615262,12.0380914
51,57.7615262,12.0380914
64,57.7617152,12.0374634
51,57.7617152,12.0374634
47,57.7617152,12.0374634
47,57.7617152,12.0374634
57,57.7617152,12.0374634
43,57.7617152,12.0374634
37,57.7617152,12.0374634
36,57.7617152,12.0374634
29,57.7617152,12.0374634
34,57.7617152,12.0374634
49,57.7617152,12.0374634
38,57.7617152,12.0374634
30,57.7617152,12.0374634
26,57.7617152,12.0374634
26,57.7617152,12.0374634
38,57.7617152,12.0374634
32,57.7617152,12.0374634
20,57.7617152,12.0374634
20,57.7617152,12.0374634
32,57.7617152,12.0374634
25,57.7617152,12.0374634
23,57.7617152,12.0374634
23,57.7617152,12.0374634
50,57.7617152,12.0374634
47,57.7617152,12.0374634
52,57.7617152,12.0374634
52,57.7617152,12.0374634
60,57.7617152,12.0374634
63,57.7617152,12.0374634
63,57.7617152,12.0374634
63,57.7617152,12.0374634
63,57.7617152,12.0374634
37,57.7617152,12.0374634
49,57.7617152,12.0374634
28,57.7617152,12.0374634
31,57.7617152,12.0374634
29,57.7617152,12.0374634
31,57.7617152,12.0374634
27,57.7617152,12.0374634
26,57.7617152,12.0374634
19,57.7617152,12.0374634
67,57.7617152,12.0374634
51,57.7617152,12.0374634
48,57.7617152,12.0374634
59,57.7617152,12.0374634
59,57.7617152,12.0374634
59,57.7617152,12.0374634
59,57.7617152,12.0374634
59,57.7617152,12.0374634
45,57.7617152,12.0374634
45,57.7617152,12.0374634
40,57.7617152,12.0374634
32,57.7617152,12.0374634
19,57.7617152,12.0374634
22,57.7617152,12.0374634
23,57.7617152,12.0374634
68,57.7617152,12.0374634
60,57.7617152,12.0374634
51,57.7617152,12.0374634
45,57.7617152,12.0374634
67,57.7617152,12.0374634
55,57.7617152,12.0374634
36,57.7617152,12.0374634
32,57.7617152,12.0374634
29,57.7617152,12.0374634
42,57.7617152,12.0374634
41,57.7617152,12.0374634
41,57.7617152,12.0374634
31,57.7617152,12.0374634
35,57.7617152,12.0374634
22,57.7617152,12.0374634
21,57.7617152,12.0374634
20,57.7617152,12.0374634
29,57.7617152,12.0374634
40,57.7617152,12.0374634
41,57.7608681,12.0399148
52,57.7608681,12.0399148
62,57.7608681,12.0399148
25,57.7608681,12.0399148
23,57.7608681,12.0399148
62,57.7608681,12.0399148
60,57.7608681,12.0399148
61,57.7608681,12.0399148
61,57.7608681,12.0399148
55,57.7616601,12.0380893
31,57.7616601,12.0380893
31,57.7616601,12.0380893
45,57.7616601,12.0380893
51,57.7610022,12.0400208
58,57.7610022,12.0400208
59,57.7610022,12.0400208
40,57.7610022,12.0400208
49,57.7610022,12.0400208
29,57.7610022,12.0400208
41,57.7617904,12.0381105
27,57.7617904,12.0381105
27,57.7617904,12.0381105
32,57.7617904,12.0381105
66,57.7617904,12.0381105
34,57.7617904,12.0381105
54,57.7617904,12.0381105
27,57.7617904,12.0381105
29,57.7617904,12.0381105
38,57.7618974,12.0381308
45,57.7618974,12.0381308
36,57.7618974,12.0381308
30,57.7618974,12.0381308
30,57.7618974,12.0381308
61,57.76115,12.0401376
61,57.76115,12.0401376
28,57.76115,12.0401376
52,57.76115,12.0401376
24,57.76115,12.0401376
32,57.76115,12.0401376
32,57.76115,12.0401376
35,57.76115,12.0401376
25,57.76115,12.0401376
56,57.7621633,12.0377024
52,57.7621633,12.0377024
48,57.7621633,12.0377024
48,57.7621633,12.0377024
53,57.7621633,12.0377024
52,57.7621633,12.0377024
53,57.7621633,12.0377024
64,57.7621633,12.0377024
39,57.7621633,12.0377024
42,57.7621633,12.0377024
31,57.7621633,12.0377024
28,57.7621633,12.0377024
28,57.7621633,12.0377024
37,57.7621633,12.0377024
32,57.7621633,12.0377024
39,57.7621633,12.0377024
20,57.7621633,12.0377024
33,57.7621633,12.0377024
27,57.7621633,12.0377024
27,57.7621633,12.0377024
21,57.7621633,12.0377024
21,57.7621633,12.0377024
25,57.7621633,12.0377024
25,57.7621633,12.0377024
50,57.7621633,12.0377024
44,57.7621633,12.0377024
46,57.7621633,12.0377024
69,57.7621633,12.0377024
43,57.7621633,12.0377024
65,57.7621633,12.0377024
34,57.7621633,12.0377024
31,57.7621633,12.0377024
40,57.7621633,12.0377024
33,57.7621633,12.0377024
20,57.7621633,12.0377024
28,57.7621633,12.0377024
25,57.7621633,12.0377024
25,57.7621633,12.0377024
24,57.7621633,12.0377024
52,57.7621633,12.0377024
50,57.7621633,12.0377024
53,57.7621633,12.0377024
55,57.7621633,12.0377024
55,57.7621633,12.0377024
55,57.7621633,12.0377024
60,57.7621633,12.0377024
60,57.7621633,12.0377024
43,57.7621633,12.0377024
43,57.7621633,12.0377024
46,57.7621633,12.0377024
44,57.7621633,12.0377024
27,57.7621633,12.0377024
41,57.7621633,12.0377024
40,57.7621633,12.0377024
31,57.7621633,12.0377024
39,57.7621633,12.0377024
39,57.7621633,12.0377024
33,57.7621633,12.0377024
19,57.7621633,12.0377024
23,57.7621633,12.0377024
23,57.7621633,12.0377024
23,57.7621633,12.0377024
23,57.7621633,12.0377024
67,57.7621633,12.0377024
67,57.7621633,12.0377024
47,57.7621633,12.0377024
48,57.7621633,12.0377024
37,57.7621633,12.0377024
37,57.7621633,12.0377024
36,57.7621633,12.0377024
36,57.7621633,12.0377024
35,57.7621633,12.0377024
31,57.7621633,12.0377024
31,57.7621633,12.0377024
32,57.7621633,12.0377024
34,57.7621633,12.0377024
29,57.7621633,12.0377024
29,57.7621633,12.0377024
19,57.7621633,12.0377024
19,57.7621633,12.0377024
21,57.7621633,12.0377024
21,57.7621633,12.0377024
18,57.7621633,12.0377024
40,57.7612783,12.0401972
40,57.7612783,12.0401972
39,57.7612783,12.0401972
29,57.7612783,12.0401972
20,57.7612783,12.0401972
61,57.7612783,12.0401972
33,57.7612783,12.0401972
27,57.7612783,12.0401972
58,57.7613759,12.0402776
30,57.7613759,12.0402776
64,57.7613759,12.0402776
44,57.7613759,12.0402776
29,57.7613759,12.0402776
41,57.7613759,12.0402776
29,57.7613759,12.0402776
39,57.7613759,12.0402776
44,57.7619726,12.0386056
53,57.7619726,12.0386056
61,57.7619726,12.0386056
49,57.7619726,12.0386056
45,57.7619726,12.0386056
21,57.7619726,12.0386056
18,57.7619726,12.0386056
58,57.7619726,12.0386056
64,57.7619726,12.0386056
58,57.7619726,12.0386056
58,57.7619038,12.0389031
55,57.7619038,12.0389031
54,57.7619038,12.0389031
23,57.7619038,12.0389031
44,57.7619038,12.0389031
61,57.7619038,12.0389031
61,57.7619038,12.0389031
19,57.7615677,12.0400173
19,57.7615677,12.0400173
43,57.7615677,12.0400173
33,57.7615677,12.0400173
33,57.7615677,12.0400173
55,57.7615677,12.0400173
59,57.7615677,12.0400173
22,57.7615677,12.0400173
22,57.7615677,12.0400173
50,57.7615677,12.0400173
45,57.7615677,12.0400173
43,57.7615677,12.0400173
60,57.7615677,12.0400173
60,57.7615677,12.0400173
60,57.7618297,12.039145
54,57.7618297,12.039145
37,57.7618297,12.039145
18,57.7618297,12.039145
43,57.7618297,12.039145
34,57.7618297,12.039145
60,57.7618297,12.039145
38,57.7618297,12.039145
28,57.7618297,12.039145
23,57.7618297,12.039145
22,57.7618297,12.039145
21,57.7618297,12.039145
34,57.7614995,12.0402666
40,57.7614995,12.0402666
40,57.7614995,12.0402666
20,57.7614995,12.0402666
20,57.7614995,12.0402666
66,57.7614995,12.0402666
37,57.7614995,12.0402666
31,57.7614995,12.0402666
40,57.7614995,12.0402666
24,57.7614995,12.0402666
40,57.7614995,12.0402666
43,57.7614995,12.0402666
45,57.7614995,12.0402666
53,57.7614995,12.0402666
36,57.7617855,12.039339
32,57.7617855,12.039339
27,57.7617855,12.039339
27,57.7617855,12.039339
30,57.7617855,12.039339
44,57.7617855,12.039339
31,57.7617855,12.039339
28,57.7617855,12.039339
59,57.7623078,12.0384152
59,57.7623078,12.0384152
43,57.7623078,12.0384152
48,57.7623078,12.0384152
63,57.7623078,12.0384152
53,57.7623078,12.0384152
53,57.7623078,12.0384152
55,57.7623078,12.0384152
55,57.7623078,12.0384152
36,57.7623078,12.0384152
36,57.7623078,12.0384152
38,57.7623078,12.0384152
29,57.7623078,12.0384152
31,57.7623078,12.0384152
30,57.7623078,12.0384152
26,57.7623078,12.0384152
38,57.7623078,12.0384152
38,57.7623078,12.0384152
38,57.7623078,12.0384152
40,57.7623078,12.0384152
40,57.7623078,12.0384152
18,57.7623078,12.0384152
18,57.7623078,12.0384152
18,57.7623078,12.0384152
64,57.7623078,12.0384152
64,57.7623078,12.0384152
40,57.7623078,12.0384152
30,57.7623078,12.0384152
30,57.7623078,12.0384152
25,57.7623078,12.0384152
68,57.7623078,12.0384152
68,57.7623078,12.0384152
53,57.7623078,12.0384152
53,57.7623078,12.0384152
53,57.7623078,12.0384152
53,57.7623078,12.0384152
46,57.7623078,12.0384152
29,57.7623078,12.0384152
30,57.7623078,12.0384152
40,57.7623078,12.0384152
40,57.7623078,12.0384152
35,57.7623078,12.0384152
34,57.7623078,12.0384152
36,57.7623078,12.0384152
36,57.7623078,12.0384152
24,57.7623078,12.0384152
21,57.7623078,12.0384152
20,57.7623078,12.0384152
28,57.7623078,12.0384152
26,57.7623078,12.0384152
28,57.7623078,12.0384152
28,57.7623078,12.0384152
60,57.7623078,12.0384152
57,57.7623078,12.0384152
49,57.7623078,12.0384152
55,57.7623078,12.0384152
55,57.7623078,12.0384152
41,57.7623078,12.0384152
36,57.7623078,12.0384152
46,57.7623078,12.0384152
38,57.7623078,12.0384152
31,57.7623078,12.0384152
21,57.7623078,12.0384152
24,57.7623078,12.0384152
23,57.7623078,12.0384152
20,57.7623078,12.0384152
28,57.7623078,12.0384152
28,57.7623078,12.0384152
67,57.7622291,12.0392164
67,57.7622291,12.0392164
51,57.7622291,12.0392164
53,57.7622291,12.0392164
33,57.7622291,12.0392164
20,57.7622291,12.0392164
39,57.7622291,12.0392164
29,57.7622291,12.0392164
21,57.7622291,12.0392164
65,57.7622291,12.0392164
65,57.7622291,12.0392164
42,57.7622291,12.0392164
60,57.7622291,12.0392164
64,57.7622291,12.0392164
57,57.7622291,12.0392164
57,57.7622291,12.0392164
57,57.7622291,12.0392164
57,57.7622291,12.0392164
36,57.7622291,12.0392164
40,57.7622291,12.0392164
32,57.7622291,12.0392164
22,57.7622291,12.0392164
23,57.7622291,12.0392164
26,57.7622291,12.0392164
26,57.7622291,12.0392164
67,57.7622291,12.0392164
50,57.7622291,12.0392164
54,57.7622291,12.0392164
51,57.7622291,12.0392164
51,57.7622291,12.0392164
69,57.7622291,12.0392164
65,57.7622291,12.0392164
42,57.7622291,12.0392164
30,57.7622291,12.0392164
40,57.7622291,12.0392164
40,57.7622291,12.0392164
40,57.7622291,12.0392164
30,57.7622291,12.0392164
32,57.7622291,12.0392164
36,57.7622291,12.0392164
28,57.7622291,12.0392164
28,57.7622291,12.0392164
28,57.7622291,12.0392164
59,57.7622291,12.0392164
55,57.7622291,12.0392164
54,57.7622291,12.0392164
55,57.7622291,12.0392164
36,57.7622291,12.0392164
31,57.7622291,12.0392164
34,57.7622291,12.0392164
25,57.7622291,12.0392164
22,57.7622291,12.0392164
22,57.7622291,12.0392164
20,57.7622291,12.0392164
19,57.7622291,12.0392164
30,57.760516,12.0379492
51,57.7610582,12.0379865
62,57.7608614,12.0379573
61,57.7616601,12.0380893
34,57.760516,12.0379492
18,57.7610582,12.0379865
57,57.7616601,12.0380893
65,57.7613469,12.0380636
65,57.7606969,12.0379795
64,57.7608614,12.0379573
46,57.7615262,12.0380914
44,57.7615262,12.0380914
23,57.7613469,12.0380636
63,57.7613469,12.0380636
48,57.7610582,12.0379865
64,57.7609571,12.0379715
63,57.7609571,12.0379715
62,57.7616601,12.0380893
62,57.7615262,12.0380914
62,57.7608614,12.0379573
67,57.7613469,12.0380636
66,57.7616601,12.0380893
69,57.7613469,12.0380636
69,57.7613469,12.0380636
68,57.760516,12.0379492
68,57.7615262,12.0380914
68,57.7616601,12.0380893
68,57.7615262,12.0380914
68,57.7616601,12.0380893
68,57.7615262,12.0380914
68,57.7608614,12.0379573
68,57.7616601,12.0380893
68,57.7606969,12.0379795
68,57.7623078,12.0384152
62,57.7608614,12.0379573
62,57.7621633,12.0377024
61,57.7616601,12.0380893
44,57.7609571,12.0379715
44,57.7609571,12.0379715
44,57.7609571,12.0379715
43,57.7608614,12.0379573
48,57.7621633,12.0377024
48,57.7613469,12.0380636
48,57.7613469,12.0380636
47,57.7613469,12.0380636
46,57.7609571,12.0379715
50,57.7608614,12.0379573
44,57.7622291,12.0392164
44,57.7623078,12.0384152
46,57.7606969,12.0379795
45,57.7615262,12.0380914
45,57.7613469,12.0380636
49,57.7609571,12.0379715
42,57.7621633,12.0377024
42,57.760516,12.0379492
63,57.7609571,12.0379715
62,57.7616601,12.0380893
62,57.7615262,12.0380914
52,57.760516,12.0379492
52,57.7609571,12.0379715
54,57.7609571,12.0379715
53,57.7606969,12.0379795
64,57.7623078,12.0384152
64,57.7609571,12.0379715
60,57.7608614,12.0379573
60,57.7615262,12.0380914
60,57.760516,12.0379492
55,57.7622291,12.0392164
55,57.7622291,12.0392164
69,57.7623078,12.0384152
69,57.7613469,12.0380636
37,57.7615262,12.0380914
37,57.7606969,12.0379795
36,57.7609571,12.0379715
38,57.7608614,12.0379573
41,57.7606969,12.0379795
37,57.7616601,12.0380893
61,57.7616601,12.0380893
56,57.7613469,12.0380636
34,57.7623078,12.0384152
34,57.760516,12.0379492
34,57.7609571,12.0379715
31,57.7623078,12.0384152
30,57.7613469,12.0380636
30,57.7623078,12.0384152
26,57.7609571,12.0379715
29,57.7609571,12.0379715
32,57.7616601,12.0380893
35,57.7609571,12.0379715
35,57.7609571,12.0379715
40,57.760516,12.0379492
40,57.7623078,12.0384152
40,57.7623078,12.0384152
39,57.760516,12.0379492
20,57.7608614,12.0379573
34,57.7621633,12.0377024
33,57.7623078,12.0384152
33,57.7609571,12.0379715
33,57.7609571,12.0379715
33,57.7609571,12.0379715
33,57.7609571,12.0379715
27,57.7612866,12.037363
19,57.760516,12.0379492
19,57.7623078,12.0384152
22,57.7623078,12.0384152
22,57.7615262,12.0380914
45,57.7621633,12.0377024
54,57.7613469,12.0380636
54,57.7606969,12.0379795
54,57.7606969,12.0379795
50,57.7609571,12.0379715
50,57.7622291,12.0392164
47,57.760516,12.0379492
46,57.760516,12.0379492
42,57.7622291,12.0392164
42,57.7615262,12.0380914
43,57.760516,12.0379492
47,57.7613469,12.0380636
51,57.7608614,12.0379573
51,57.7613469,12.0380636
53,57.7623078,12.0384152
53,57.760516,12.0379492
59,57.7608614,12.0379573
58,57.760516,12.0379492
57,57.7613469,12.0380636
61,57.760516,12.0379492
61,57.7608614,12.0379573
57,57.7622291,12.0392164
57,57.7622291,12.0392164
67,57.7615262,12.0380914
68,57.760516,12.0379492
68,57.7622291,12.0392164
67,57.7621633,12.0377024
67,57.7609571,12.0379715
67,57.7622291,12.0392164
36,57.7608614,12.0379573
36,57.7609571,12.0379715
39,57.7623078,12.0384152
37,57.7613469,12.0380636
32,57.7608614,12.0379573
32,57.7616601,12.0380893
32,57.7623078,12.0384152
33,57.7609571,12.0379715
33,57.7609571,12.0379715
33,57.7609571,12.0379715
33,57.7606969,12.0379795
33,57.7623078,12.0384152
32,57.7623078,12.0384152
32,57.7621633,12.0377024
32,57.7622291,12.0392164
30,57.7609571,12.0379715
30,57.7609571,12.0379715
29,57.7613469,12.0380636
29,57.7609571,12.0379715
34,57.760516,12.0379492
34,57.7616601,12.0380893
38,57.760516,12.0379492
38,57.7608614,12.0379573
28,57.7616601,12.0380893
39,57.760516,12.0379492
39,57.7609571,12.0379715
39,57.7616601,12.0380893
22,57.7608614,12.0379573
24,57.7615262,12.0380914
27,57.7613469,12.0380636
27,57.7621633,12.0377024
27,57.760516,12.0379492
25,57.7623078,12.0384152
25,57.7609571,12.0379715
25,57.7609571,12.0379715
25,57.7616601,12.0380893
25,57.7608614,12.0379573
24,57.760516,12.0379492
24,57.7615262,12.0380914
24,57.7608614,12.0379573
24,57.7616601,12.0380893
68,57.7622291,12.0392164
62,57.7621633,12.0377024
61,57.7616601,12.0380893
61,57.7623078,12.0384152
61,57.760516,12.0379492
61,57.7622291,12.0392164
61,57.7622291,12.0392164
65,57.7606969,12.0379795
64,57.7606969,12.0379795
64,57.7608614,12.0379573
49,57.7615262,12.0380914
48,57.7608614,12.0379573
52,57.7623078,12.0384152
52,57.7606969,12.0379795
53,57.7623078,12.0384152
53,57.7608614,12.0379573
53,57.7608614,12.0379573
53,57.7608614,12.0379573
54,57.7616601,12.0380893
58,57.7622291,12.0392164
58,57.7621633,12.0377024
57,57.7606969,12.0379795
57,57.760516,12.0379492
57,57.7622291,12.0392164
55,57.7621633,12.0377024
48,57.7615262,12.0380914
48,57.7615262,12.0380914
59,57.7622291,12.0392164
59,57.7616601,12.0380893
59,57.7615262,12.0380914
59,57.7609571,12.0379715
59,57.7609571,12.0379715
59,57.7608614,12.0379573
69,57.760516,12.0379492
69,57.7608614,12.0379573
43,57.7615262,12.0380914
47,57.7616601,12.0380893
46,57.7616601,12.0380893
45,57.7609571,12.0379715
44,57.7613469,12.0380636
58,57.7621633,12.0377024
48,57.7606969,12.0379795
38,57.7612866,12.037363
38,57.7621633,12.0377024
40,57.7622291,12.0392164
40,57.7616601,12.0380893
48,57.7615262,12.0380914
48,57.7615262,12.0380914
48,57.7606969,12.0379795
48,57.7615262,12.0380914
47,57.7616601,12.0380893
47,57.7622291,12.0392164
30,57.7616601,12.0380893
30,57.7612866,12.037363
30,57.760516,12.0379492
30,57.7615262,12.0380914
34,57.7609571,12.0379715
33,57.7616601,12.0380893
32,57.7616601,12.0380893
32,57.7615262,12.0380914
38,57.7615262,12.0380914
38,57.7608614,12.0379573
37,57.7608614,12.0379573
37,57.7616601,12.0380893
37,57.7609571,12.0379715
41,57.7621633,12.0377024
41,57.7613469,12.0380636
49,57.7615262,12.0380914
48,57.7608614,12.0379573
31,57.7615262,12.0380914
24,57.7622291,12.0392164
24,57.7613469,12.0380636
28,57.7615262,12.0380914
28,57.7609571,12.0379715
28,57.7606969,12.0379795
38,57.7615262,12.0380914
38,57.7608614,12.0379573
38,57.7609571,12.0379715
38,57.7606969,12.0379795
38,57.7609571,12.0379715
38,57.7609571,12.0379715
36,57.7623078,12.0384152
36,57.7608614,12.0379573
33,57.7609571,12.0379715
33,57.7609571,12.0379715
33,57.7623078,12.0384152
33,57.7616601,12.0380893
19,57.7608614,12.0379573
22,57.7609571,12.0379715
20,57.7608614,12.0379573
20,57.7616601,12.0380893
37,57.7608614,12.0379573
37,57.7616601,12.0380893
34,57.7609571,12.0379715
59,57.7615262,12.0380914
59,57.7613469,12.0380636
59,57.7621633,12.0377024
59,57.7623078,12.0384152
62,57.7616601,12.0380893
60,57.760516,12.0379492
59,57.7608614,12.0379573
47,57.7608614,12.0379573
47,57.7613469,12.0380636
43,57.7609571,12.0379715
43,57.760516,12.0379492
57,57.7623078,12.0384152
49,57.7609571,12.0379715
49,57.7609571,12.0379715
49,57.7621633,12.0377024
44,57.7609571,12.0379715
44,57.7615262,12.0380914
44,57.7609571,12.0379715
44,57.7608614,12.0379573
45,57.7615262,12.0380914
45,57.7613469,12.0380636
49,57.7613469,12.0380636
54,57.7615262,12.0380914
52,57.760516,12.0379492
55,57.7608614,12.0379573
54,57.7616601,12.0380893
54,57.7609571,12.0379715
62,57.7621633,12.0377024
61,57.760516,12.0379492
61,57.7621633,12.0377024
61,57.7623078,12.0384152
61,57.7606969,12.0379795
69,57.7613469,12.0380636
69,57.7622291,12.0392164
69,57.7608614,12.0379573
69,57.7616601,12.0380893
36,57.7609571,12.0379715
36,57.7623078,12.0384152
57,57.760516,12.0379492
50,57.7609571,12.0379715
50,57.7621633,12.0377024
33,57.7623078,12.0384152
32,57.7616601,12.0380893
29,57.7615262,12.0380914
29,57.7623078,12.0384152
31,57.7612866,12.037363
31,57.7623078,12.0384152
38,57.7621633,12.0377024
34,57.7623078,12.0384152
33,57.7616601,12.0380893
42,57.7621633,12.0377024
35,57.7613469,12.0380636
35,57.760516,12.0379492
35,57.7622291,12.0392164
47,57.7622291,12.0392164
47,57.7606969,12.0379795
52,57.7609571,12.0379715
29,57.7609571,12.0379715
29,57.7621633,12.0377024
25,57.7608614,12.0379573
22,57.7608614,12.0379573
25,57.7609571,12.0379715
28,57.7615262,12.0380914
28,57.760516,12.0379492
56,57.7608614,12.0379573
56,57.7608614,12.0379573
28,57.7613469,12.0380636
28,57.7606969,12.0379795
36,57.7609571,12.0379715
36,57.7616601,12.0380893
58,57.6776517,11.9337814
40,57.745591,12.0246442
50,57.7606969,12.0379795
47,57.7612866,12.037363
57,57.7622291,12.0392164
57,57.7622291,12.0392164
28,57.70716,11.96679
40,57.757401,12.0599322
28,57.7568884,12.073583
37,57.7555583,12.0764422
47,57.70716,11.96679
61,57.70716,11.96679
39,57.70716,11.96679
61,57.70716,11.96679
37,57.7613469,12.0380636
29,57.70716,11.96679
38,57.70716,11.96679
29,57.70716,11.96679
29,57.70716,11.96679
29,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
