Age,Lat,Long
64,57.70716,11.96679
53,57.6751499,11.8908191
53,57.650918,12.0419179
53,57.650918,12.0419179
53,57.70716,11.96679
53,57.70716,11.96679
66,57.7501604,11.9800874
60,57.70716,11.96679
60,57.70716,11.96679
46,57.7065256,11.9698893
47,57.70716,11.96679
47,57.6729011,12.001522
60,57.7052614,11.970734
62,57.6729011,12.001522
54,57.7052614,11.970734
47,57.7072326,11.9670171
69,57.70716,11.96679
69,57.70716,11.96679
69,57.6732974,12.0019743
60,57.70716,11.96679
60,57.6727431,12.00291
51,57.7053946,11.9703905
64,57.6694311,11.9009413
53,57.6501004,12.0160785
61,57.6694311,11.9009413
43,57.6753947,11.8911304
54,57.8059964,11.9768815
67,57.8059964,11.9768815
37,57.8059964,11.9768815
50,57.650918,12.0419179
50,57.70716,11.96679
50,57.70716,11.96679
37,57.6694311,11.9009413
56,57.6694311,11.9009413
27,57.6729011,12.001522
27,57.7072326,11.9670171
49,57.6694311,11.9009413
53,57.6694311,11.9009413
59,57.6694311,11.9009413
66,57.6694311,11.9009413
35,57.6694311,11.9009413
28,57.7072326,11.9670171
28,57.6726177,12.0019839
53,57.6729011,12.001522
25,57.70716,11.96679
25,57.70716,11.96679
65,57.70716,11.96679
51,57.70716,11.96679
59,57.70716,11.96679
68,57.70716,11.96679
62,57.70716,11.96679
48,57.70716,11.96679
52,57.70716,11.96679
52,57.70716,11.96679
64,57.70716,11.96679
55,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
55,57.70716,11.96679
37,57.70716,11.96679
49,57.70716,11.96679
56,57.70716,11.96679
28,57.650918,12.0419179
28,57.70716,11.96679
36,57.7236431,11.8622009
34,57.70716,11.96679
24,57.70716,11.96679
24,57.70716,11.96679
19,57.70716,11.96679
49,57.70716,11.96679
65,57.70716,11.96679
43,57.70716,11.96679
62,57.70716,11.96679
53,57.70716,11.96679
59,57.70716,11.96679
61,57.650918,12.0419179
28,57.70716,11.96679
41,57.70716,11.96679
41,57.70716,11.96679
19,57.70716,11.96679
19,57.70716,11.96679
19,57.70716,11.96679
68,57.70716,11.96679
64,57.70716,11.96679
63,57.70716,11.96679
52,57.70716,11.96679
58,57.650918,12.0419179
69,57.70716,11.96679
69,57.70716,11.96679
34,57.70716,11.96679
34,57.70716,11.96679
65,57.70716,11.96679
61,57.70716,11.96679
61,57.70716,11.96679
25,57.70716,11.96679
31,57.70716,11.96679
23,57.70716,11.96679
21,57.7236431,11.8622009
23,57.70716,11.96679
34,57.70716,11.96679
34,57.70716,11.96679
34,57.70716,11.96679
34,57.70716,11.96679
59,57.70716,11.96679
26,57.70716,11.96679
35,57.70716,11.96679
66,57.70716,11.96679
18,57.70716,11.96679
18,57.70716,11.96679
65,57.6729011,12.001522
51,57.7063577,11.9702015
51,57.6501846,12.0420873
51,57.70716,11.96679
52,57.7072326,11.9670171
28,57.70716,11.96679
29,57.70716,11.96679
65,57.70716,11.96679
65,57.6747125,11.8901979
65,57.70716,11.96679
32,57.70716,11.96679
65,57.70613,11.970257
59,57.6729011,12.001522
49,57.70716,11.96679
46,57.672828,12.00176
47,57.6729011,12.001522
47,57.70716,11.96679
47,57.6729011,12.001522
47,57.650918,12.0419179
47,57.70613,11.970257
62,57.70716,11.96679
62,57.7053946,11.9703905
32,57.70716,11.96679
39,57.650918,12.0419179
19,57.650918,12.0419179
62,57.6729011,12.001522
62,57.650918,12.0419179
62,57.650918,12.0419179
67,57.70613,11.970257
66,57.697811,11.9354399
66,57.6733987,12.0027787
66,57.70716,11.96679
68,57.6990571,11.9745085
68,57.70613,11.970257
68,57.6735381,12.0025773
68,57.650918,12.0419179
55,57.70716,11.96679
55,57.650918,12.0419179
54,57.70716,11.96679
51,57.70716,11.96679
59,57.6729011,12.001522
53,57.650918,12.0419179
47,57.650918,12.0419179
47,57.650918,12.0419179
54,57.650918,12.0419179
62,57.70716,11.96679
56,57.650918,12.0419179
56,57.70716,11.96679
54,57.70716,11.96679
56,57.650918,12.0419179
55,57.70716,11.96679
55,57.650918,12.0419179
37,57.6726177,12.0019839
37,57.70716,11.96679
41,57.70716,11.96679
49,57.6729011,12.001522
49,57.6726177,12.0019839
55,57.650918,12.0419179
28,57.673387,12.0022537
26,57.70716,11.96679
29,57.650918,12.0419179
40,57.70716,11.96679
33,57.70716,11.96679
27,57.650918,12.0419179
27,57.6729011,12.001522
22,57.650918,12.0419179
25,57.70716,11.96679
22,57.70716,11.96679
18,57.70716,11.96679
18,57.7500754,11.9796526
18,57.650918,12.0419179
18,57.70716,11.96679
65,57.650918,12.0419179
54,57.650918,12.0419179
50,57.70716,11.96679
50,57.650918,12.0419179
42,57.70716,11.96679
52,57.70716,11.96679
54,57.70716,11.96679
59,57.6884925,11.9728614
59,57.6732974,12.0019743
59,57.70716,11.96679
59,57.650918,12.0419179
62,57.70716,11.96679
61,57.6516751,12.040885
64,57.6794833,11.888851
64,57.70716,11.96679
63,57.650918,12.0419179
69,57.70716,11.96679
68,57.70716,11.96679
68,57.6729011,12.001522
68,57.70716,11.96679
68,57.651065,12.04233
68,57.650918,12.0419179
68,57.70716,11.96679
68,57.673387,12.0022537
68,57.70716,11.96679
36,57.650918,12.0419179
39,57.70716,11.96679
49,57.651065,12.04233
49,57.697811,11.9354399
32,57.6729011,12.001522
29,57.6732974,12.0019743
38,57.70716,11.96679
31,57.70716,11.96679
31,57.650918,12.0419179
21,57.70716,11.96679
21,57.697811,11.9354399
21,57.650918,12.0419179
21,57.70613,11.970257
21,57.70716,11.96679
21,57.70716,11.96679
21,57.70716,11.96679
64,57.6730629,12.0016902
64,57.7063463,11.9700834
63,57.650918,12.0419179
48,57.6727024,12.0014157
52,57.650918,12.0419179
52,57.70716,11.96679
52,57.650918,12.0419179
52,57.6729011,12.001522
49,57.70716,11.96679
49,57.70716,11.96679
51,57.70716,11.96679
48,57.650918,12.0419179
58,57.70716,11.96679
58,57.7502559,11.9801852
58,57.70716,11.96679
58,57.70716,11.96679
60,57.6794833,11.888851
60,57.70716,11.96679
60,57.70716,11.96679
60,57.70716,11.96679
60,57.6794833,11.888851
44,57.70716,11.96679
43,57.672828,12.00176
43,57.70716,11.96679
47,57.650918,12.0419179
44,57.650918,12.0419179
38,57.6733987,12.0027787
34,57.650918,12.0419179
55,57.650918,12.0419179
46,57.650918,12.0419179
46,57.650918,12.0419179
31,57.6729011,12.001522
28,57.70716,11.96679
28,57.650918,12.0419179
21,57.672828,12.00176
39,57.7053946,11.9703905
39,57.6729011,12.001522
36,57.70716,11.96679
33,57.70716,11.96679
33,57.6729011,12.001522
23,57.650918,12.0419179
23,57.70716,11.96679
59,57.650918,12.0419179
59,57.650918,12.0419179
58,57.6981132,11.935673
58,57.697811,11.9354399
58,57.6726177,12.0019839
68,57.70716,11.96679
64,57.70716,11.96679
64,57.650918,12.0419179
64,57.650918,12.0419179
47,57.7072326,11.9670171
47,57.70716,11.96679
57,57.650918,12.0419179
57,57.650918,12.0419179
48,57.650918,12.0419179
54,57.6729011,12.001522
57,57.650918,12.0419179
57,57.650918,12.0419179
57,57.697811,11.9354399
57,57.6726177,12.0019839
46,57.70716,11.96679
41,57.650918,12.0419179
47,57.7072326,11.9670171
47,57.70716,11.96679
51,57.70716,11.96679
51,57.697811,11.9354399
51,57.6729011,12.001522
51,57.70716,11.96679
51,57.70716,11.96679
38,57.70716,11.96679
48,57.650918,12.0419179
37,57.6729011,12.001522
31,57.70716,11.96679
38,57.70716,11.96679
38,57.70716,11.96679
24,57.6729011,12.001522
18,57.70716,11.96679
27,57.70716,11.96679
29,57.650918,12.0419179
27,57.6497602,12.0421197
66,57.7039738,11.9827574
66,57.7042075,11.9828525
65,57.7042075,11.9828525
56,57.7042075,11.9828525
57,57.7042075,11.9828525
57,57.7042075,11.9828525
65,57.7042075,11.9828525
65,57.7042075,11.9828525
51,57.7042075,11.9828525
59,57.7042075,11.9828525
59,57.7042075,11.9828525
59,57.7039738,11.9827574
59,57.7039738,11.9827574
59,57.7042075,11.9828525
59,57.7042075,11.9828525
67,57.7042075,11.9828525
66,57.7042075,11.9828525
66,57.7039738,11.9827574
66,57.7042075,11.9828525
66,57.7042075,11.9828525
66,57.7039738,11.9827574
56,57.7086517,11.9820472
56,57.7086517,11.9820472
56,57.7086517,11.9820472
63,57.7086517,11.9820472
54,57.7086517,11.9820472
54,57.7086517,11.9820472
64,57.7086517,11.9820472
30,57.7086517,11.9820472
42,57.7086517,11.9820472
42,57.7086517,11.9820472
62,57.7086517,11.9820472
62,57.7086517,11.9820472
62,57.7086517,11.9820472
37,57.7086517,11.9820472
45,57.7086517,11.9820472
45,57.7086517,11.9820472
51,57.7086517,11.9820472
58,57.7086517,11.9820472
53,57.7086517,11.9820472
49,57.7086517,11.9820472
49,57.7086517,11.9820472
66,57.7086517,11.9820472
66,57.7086517,11.9820472
42,57.7086517,11.9820472
32,57.7086517,11.9820472
32,57.7086517,11.9820472
32,57.7086517,11.9820472
32,57.7086517,11.9820472
32,57.7086517,11.9820472
32,57.7086517,11.9820472
32,57.7086517,11.9820472
61,57.7086517,11.9820472
31,57.7086517,11.9820472
65,57.7086517,11.9820472
65,57.7086517,11.9820472
65,57.7086517,11.9820472
56,57.7086517,11.9820472
65,57.7086517,11.9820472
59,57.7083131,11.9795836
59,57.7086517,11.9820472
67,57.7086517,11.9820472
66,57.7086517,11.9820472
66,57.7086517,11.9820472
66,57.7086517,11.9820472
66,57.7083588,11.9799097
66,57.7083588,11.9799097
69,57.7083588,11.9799097
57,57.7083588,11.9799097
57,57.7086517,11.9820472
57,57.7083588,11.9799097
55,57.7083131,11.9795836
50,57.7086517,11.9820472
56,57.7086517,11.9820472
61,57.7086517,11.9820472
61,57.7086517,11.9820472
61,57.7086517,11.9820472
61,57.7086517,11.9820472
69,57.7083588,11.9799097
54,57.7086517,11.9820472
54,57.7083588,11.9799097
59,57.7083131,11.9795836
57,57.7083588,11.9799097
57,57.7086517,11.9820472
57,57.7083588,11.9799097
42,57.7086517,11.9820472
41,57.7083131,11.9795836
29,57.7086517,11.9820472
37,57.7086517,11.9820472
19,57.7086517,11.9820472
43,57.7083131,11.9795836
39,57.7083131,11.9795836
39,57.7083588,11.9799097
39,57.7086517,11.9820472
67,57.7083131,11.9795836
66,57.7086517,11.9820472
43,57.7086517,11.9820472
43,57.7086517,11.9820472
52,57.7083131,11.9795836
57,57.7083588,11.9799097
57,57.7086517,11.9820472
55,57.7086517,11.9820472
60,57.7086517,11.9820472
60,57.7086517,11.9820472
60,57.7086517,11.9820472
60,57.7086517,11.9820472
60,57.7086517,11.9820472
67,57.7083131,11.9795836
66,57.7086517,11.9820472
66,57.7083588,11.9799097
66,57.7083588,11.9799097
66,57.7086517,11.9820472
66,57.7083588,11.9799097
66,57.7083131,11.9795836
66,57.7086517,11.9820472
32,57.7086517,11.9820472
31,57.7086517,11.9820472
32,57.7086517,11.9820472
32,57.7083131,11.9795836
28,57.7086517,11.9820472
28,57.7086517,11.9820472
22,57.7086517,11.9820472
23,57.7086517,11.9820472
26,57.7083588,11.9799097
26,57.7083588,11.9799097
26,57.7086517,11.9820472
26,57.7083588,11.9799097
26,57.7086517,11.9820472
26,57.7083588,11.9799097
26,57.7086517,11.9820472
26,57.7083588,11.9799097
26,57.7083588,11.9799097
26,57.7083588,11.9799097
26,57.7086517,11.9820472
67,57.7086517,11.9820472
63,57.7083131,11.9795836
64,57.7083588,11.9799097
49,57.7083131,11.9795836
49,57.7083588,11.9799097
49,57.7083131,11.9795836
49,57.7086517,11.9820472
50,57.7083588,11.9799097
56,57.7083131,11.9795836
51,57.7086517,11.9820472
51,57.7086517,11.9820472
51,57.7086517,11.9820472
63,57.7083131,11.9795836
64,57.7083588,11.9799097
69,57.7086517,11.9820472
69,57.7083588,11.9799097
69,57.7086517,11.9820472
69,57.7083588,11.9799097
69,57.7083588,11.9799097
69,57.7086517,11.9820472
69,57.7086517,11.9820472
60,57.7083588,11.9799097
60,57.7083588,11.9799097
60,57.7086517,11.9820472
45,57.7083588,11.9799097
49,57.7083131,11.9795836
47,57.7086517,11.9820472
38,57.7086517,11.9820472
38,57.7083588,11.9799097
49,57.7086517,11.9820472
36,57.7086517,11.9820472
36,57.7086517,11.9820472
28,57.7086517,11.9820472
26,57.7083131,11.9795836
26,57.7086517,11.9820472
58,57.7083131,11.9795836
58,57.7083588,11.9799097
58,57.7083588,11.9799097
58,57.7083131,11.9795836
58,57.7086517,11.9820472
58,57.7086517,11.9820472
67,57.7086517,11.9820472
64,57.7083588,11.9799097
60,57.7086517,11.9820472
59,57.7086517,11.9820472
59,57.7086517,11.9820472
59,57.7086517,11.9820472
59,57.7086517,11.9820472
58,57.7086517,11.9820472
57,57.7083588,11.9799097
50,57.7086517,11.9820472
44,57.7083131,11.9795836
44,57.7083588,11.9799097
44,57.7086517,11.9820472
54,57.7086517,11.9820472
54,57.7083588,11.9799097
53,57.7086517,11.9820472
66,57.7083131,11.9795836
66,57.7086517,11.9820472
66,57.7086517,11.9820472
41,57.7086517,11.9820472
40,57.7086517,11.9820472
40,57.7086517,11.9820472
32,57.7086517,11.9820472
30,57.7083131,11.9795836
34,57.7083131,11.9795836
35,57.7083889,11.9801269
35,57.7086517,11.9820472
35,57.7086517,11.9820472
35,57.7083588,11.9799097
35,57.7083588,11.9799097
52,57.7086517,11.9820472
20,57.7086517,11.9820472
26,57.7086517,11.9820472
25,57.7083588,11.9799097
19,57.7083131,11.9795836
56,57.7086517,11.9820472
56,57.7086517,11.9820472
35,57.7318133,12.0150033
67,57.7564706,12.0693349
67,57.7564706,12.0693349
68,57.7564706,12.0693349
45,57.70716,11.96679
45,57.70716,11.96679
31,57.70716,11.96679
26,57.70716,11.96679
50,57.7618516,12.0340397
45,57.7618516,12.0340397
18,57.7618516,12.0340397
33,57.762046,12.033945
32,57.762046,12.033945
34,57.762046,12.033945
26,57.762046,12.033945
65,57.7618537,12.0341451
66,57.7618537,12.0341451
22,57.7620476,12.0340319
47,57.7620476,12.0340319
47,57.7620493,12.0341188
66,57.7620493,12.0341188
53,57.7618557,12.0342505
54,57.7618557,12.0342505
59,57.7618578,12.0343559
58,57.7618578,12.0343559
19,57.7618578,12.0343559
41,57.762051,12.0342057
41,57.762051,12.0342057
49,57.762051,12.0342057
49,57.762051,12.0342057
48,57.7620527,12.0342926
47,57.7620527,12.0342926
19,57.7620527,12.0342926
22,57.7221222,12.0254603
41,57.7221222,12.0254603
25,57.7221222,12.0254603
22,57.7221222,12.0254603
24,57.7221222,12.0254603
64,57.7218121,12.0242263
64,57.7218121,12.0242263
30,57.7218121,12.0242263
39,57.7218121,12.0242263
34,57.7218121,12.0242263
28,57.7218121,12.0242263
56,57.7218121,12.0242263
24,57.7221222,12.0254603
23,57.7221222,12.0254603
69,57.7221222,12.0254603
25,57.7221222,12.0254603
28,57.7221222,12.0254603
23,57.7221222,12.0254603
48,57.7218121,12.0242263
48,57.7218121,12.0242263
48,57.7218121,12.0242263
63,57.7218121,12.0242263
44,57.7218121,12.0242263
39,57.7218121,12.0242263
52,57.70716,11.96679
54,57.70716,11.96679
61,57.70716,11.96679
63,57.70716,11.96679
52,57.70716,11.96679
37,57.70716,11.96679
26,57.70716,11.96679
26,57.70716,11.96679
57,57.70716,11.96679
23,57.70716,11.96679
23,57.70716,11.96679
46,57.70716,11.96679
26,57.70716,11.96679
26,57.70716,11.96679
26,57.70716,11.96679
53,57.70716,11.96679
21,57.70716,11.96679
25,57.70716,11.96679
25,57.70716,11.96679
25,57.70716,11.96679
25,57.70716,11.96679
22,57.70716,11.96679
53,57.70716,11.96679
45,57.70716,11.96679
45,57.70716,11.96679
45,57.70716,11.96679
64,57.70716,11.96679
43,57.70716,11.96679
36,57.70716,11.96679
68,57.70716,11.96679
51,57.70716,11.96679
26,57.70716,11.96679
48,57.70716,11.96679
48,57.70716,11.96679
48,57.70716,11.96679
48,57.70716,11.96679
48,57.70716,11.96679
48,57.70716,11.96679
43,57.70716,11.96679
43,57.70716,11.96679
43,57.70716,11.96679
37,57.70716,11.96679
44,57.70716,11.96679
44,57.70716,11.96679
57,57.7020894,11.9742551
57,57.7171852,12.0666154
57,57.7171852,12.0666154
57,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
56,57.70716,11.96679
36,57.70716,11.96679
36,57.70716,11.96679
53,57.70716,11.96679
53,57.70716,11.96679
41,57.70716,11.96679
63,57.70716,11.96679
63,57.70716,11.96679
68,57.70716,11.96679
68,57.70716,11.96679
36,57.70716,11.96679
37,57.70716,11.96679
34,57.70716,11.96679
38,57.70716,11.96679
18,57.70716,11.96679
18,57.70716,11.96679
18,57.70716,11.96679
53,57.70716,11.96679
53,57.70716,11.96679
53,57.70716,11.96679
53,57.70716,11.96679
53,57.70716,11.96679
62,57.70716,11.96679
65,57.70716,11.96679
65,57.70716,11.96679
65,57.70716,11.96679
55,57.70716,11.96679
54,57.70716,11.96679
43,57.70716,11.96679
43,57.70716,11.96679
61,57.70716,11.96679
61,57.70716,11.96679
68,57.70716,11.96679
68,57.70716,11.96679
45,57.70716,11.96679
61,57.70716,11.96679
61,57.70716,11.96679
61,57.70716,11.96679
61,57.70716,11.96679
61,57.70716,11.96679
65,57.70716,11.96679
65,57.70716,11.96679
34,57.70716,11.96679
38,57.70716,11.96679
38,57.70716,11.96679
67,57.5841383,12.0971081
28,57.6479791,11.863571
28,57.70716,11.96679
41,57.6871506,12.0140927
37,57.6871506,12.0140927
37,57.6871506,12.0140927
61,57.6869305,12.0142046
61,57.6864943,12.0138073
61,57.6864943,12.0138073
35,57.6864943,12.0138073
46,57.686712,12.0142539
55,57.686712,12.0142539
34,57.689794,11.9859317
22,57.70716,11.96679
22,57.7429819,12.0496434
22,57.7534975,11.981535
22,57.7429819,12.0496434
22,57.7429819,12.0496434
60,57.673221,11.922325
30,57.673221,11.922325
30,57.673221,11.922325
38,57.673221,11.922325
45,57.673221,11.922325
30,57.673221,11.922325
35,57.673221,11.922325
52,57.673221,11.922325
28,57.673221,11.922325
35,57.673221,11.922325
46,57.70716,11.96679
61,57.7038823,11.9056873
61,57.7282313,11.9155915
61,57.70716,11.96679
29,57.7275132,11.916771
44,57.7278714,11.9175191
47,57.7269738,11.9158944
38,57.7280799,11.9176488
51,57.70716,11.96679
21,57.7278358,11.9161127
49,57.7278358,11.9161127
33,57.70716,11.96679
60,57.70716,11.96679
34,57.7296664,11.9173428
30,57.7293437,11.9164957
32,57.7303386,11.9171593
52,57.7263774,11.9086118
51,57.7280042,11.9095636
40,57.7284153,11.9095831
40,57.70716,11.96679
40,57.7286434,11.9086381
49,57.7323636,11.9135517
49,57.7299911,11.9077971
65,57.7333407,11.9114096
40,57.70716,11.96679
44,57.7141998,12.0296248
41,57.7141998,12.0296248
42,57.7143739,12.0296519
36,57.7143739,12.0296519
40,57.7143739,12.0296519
36,57.7143739,12.0296519
25,57.7143739,12.0296519
39,57.7147142,12.0299282
38,57.7147142,12.0299282
64,57.7147142,12.0299282
64,57.7147142,12.0299282
41,57.7145516,12.0296935
41,57.7145516,12.0296935
61,57.7145516,12.0296935
63,57.7142932,12.0301036
61,57.7142932,12.0301036
61,57.7144707,12.0301449
61,57.7144707,12.0301449
62,57.7147279,12.029731
41,57.7147279,12.029731
66,57.7147279,12.029731
34,57.7147279,12.029731
47,57.7146349,12.0301847
32,57.7146349,12.0301847
43,57.7146349,12.0301847
44,57.7149114,12.0297788
45,57.7149114,12.0297788
45,57.7148,12.0302212
41,57.7148,12.0302212
44,57.7150873,12.0298236
61,57.7150873,12.0298236
27,57.7150873,12.0298236
56,57.7150873,12.0298236
42,57.7150873,12.0298236
42,57.7150873,12.0298236
62,57.714966,12.0302653
20,57.714966,12.0302653
