weight,latitude,longitude
36,57.729393,11.9260384
36,57.7298978,11.9237097
36,57.7284676,11.931706
36,57.7302027,11.9219599
36,57.7293644,11.9243885
36,57.7288141,11.9304439
38,57.7288014,11.9306934
38,57.731159,11.9221627
37,57.7286638,11.92838
37,57.7296279,11.9234342
37,57.7289348,11.9309112
37,57.7293828,11.9295877
37,57.7283915,11.9337095
37,57.7284676,11.931706
39,57.7295563,11.9248801
39,57.7305504,11.9206981
39,57.7310782,11.9220089
39,57.7283915,11.9337095
39,57.7293644,11.9243885
39,57.7293828,11.9295877
39,57.7305504,11.9206981
38,57.730183,11.9231359
38,57.7298882,11.9227605
38,57.7285557,11.9299369
38,57.7286153,11.9286583
38,57.7288661,11.9321192
38,57.7295563,11.9248801
38,57.7301677,11.9241222
38,57.7298882,11.9227605
38,57.7288402,11.9299367
38,57.7306156,11.922942
40,57.7285112,11.9301967
40,57.7305018,11.9209535
40,57.7283915,11.9337095
40,57.7285537,11.9308355
40,57.7283301,11.9349304
40,57.7283915,11.9337095
40,57.7302917,11.9215016
40,57.7288661,11.9321192
40,57.7284202,11.9334304
40,57.7288723,11.9293091
39,57.7305018,11.9209535
39,57.729674,11.9246777
39,57.7285135,11.9310699
39,57.7291247,11.9295409
39,57.7293644,11.9243885
39,57.7298434,11.9252226
39,57.7301108,11.9233236
39,57.7288723,11.9293091
39,57.728829,11.9319294
39,57.7288141,11.9304439
40,57.7283915,11.9337095
40,57.7295807,11.9236804
40,57.7283948,11.934313
40,57.7283915,11.9337095
40,57.7293828,11.9295877
40,57.7290056,11.9295199
40,57.7285036,11.9314958
40,57.7305353,11.9212796
40,57.7285112,11.9301967
41,57.728829,11.9319294
41,57.7296455,11.9250376
41,57.7285135,11.9310699
41,57.7291247,11.9295409
41,57.7298434,11.9252226
41,57.7309123,11.9214972
41,57.7283616,11.9346237
41,57.7289348,11.9309112
41,57.7283915,11.9337095
43,57.7288277,11.930177
43,57.7293324,11.9256022
43,57.7297346,11.9244691
42,57.7306156,11.922942
42,57.7310782,11.9220089
42,57.728829,11.9319294
42,57.731088,11.9211441
42,57.7291247,11.9295409
42,57.7296455,11.9250376
42,57.7288141,11.9304439
42,57.7288141,11.9304439
42,57.7285059,11.932368
42,57.7288661,11.9321192
45,57.7288403,11.9317005
45,57.7284508,11.9331406
44,57.7302917,11.9215016
44,57.731159,11.9221627
44,57.7283301,11.9349304
44,57.7293324,11.9256022
44,57.731088,11.9211441
44,57.7304329,11.9224847
44,57.7289348,11.9309112
46,57.7288014,11.9306934
46,57.7310055,11.9218727
45,57.728635,11.9294758
45,57.7284977,11.9325347
45,57.7298023,11.9242355
45,57.7285085,11.9323213
45,57.7295563,11.9248801
45,57.7287039,11.9281458
45,57.7284508,11.9331406
45,57.7283301,11.9349304
45,57.7293828,11.9295877
45,57.7290555,11.9309331
47,57.7294139,11.9241243
47,57.7289348,11.9309112
47,57.730183,11.9231359
47,57.7288851,11.9290523
46,57.731088,11.9211441
46,57.7284202,11.9334304
46,57.7285085,11.9323213
46,57.7291865,11.9309562
46,57.7298882,11.9227605
46,57.7293828,11.9295877
46,57.7295807,11.9236804
46,57.7293153,11.9246462
46,57.7305018,11.9209535
46,57.7310055,11.9218727
47,57.7284508,11.9331406
47,57.7294139,11.9241243
47,57.7293828,11.9295877
47,57.7305018,11.9209535
47,57.729951,11.9253233
47,57.7299783,11.9238943
47,57.7287039,11.9281458
47,57.7283301,11.9349304
47,57.7302917,11.9215016
49,57.7293126,11.9309772
49,57.7284202,11.9334304
49,57.7288014,11.9306934
49,57.7307765,11.921631
49,57.730529,11.922811
49,57.7284676,11.931706
49,57.7293126,11.9309772
49,57.7291865,11.9309562
49,57.7297451,11.9251314
48,57.7296279,11.9234342
48,57.7288402,11.9299367
48,57.7283616,11.9346237
48,57.729674,11.9246777
48,57.7297451,11.9251314
48,57.7293153,11.9246462
48,57.7289348,11.9309112
48,57.7287039,11.9281458
48,57.7294139,11.9241243
50,57.7285738,11.9288972
50,57.7288555,11.9314045
50,57.7290056,11.9295199
50,57.7284202,11.9334304
50,57.7296279,11.9234342
50,57.7302917,11.9215016
50,57.728635,11.9294758
50,57.7296768,11.9231791
50,57.7285036,11.9314958
50,57.7284202,11.9334304
52,57.7305018,11.9209535
52,57.7283301,11.9349304
51,57.7285036,11.9314958
51,57.7296768,11.9231791
51,57.7285135,11.9310699
51,57.7287039,11.9281458
51,57.7288723,11.9293091
51,57.7288403,11.9317005
51,57.7302442,11.9217479
51,57.7307765,11.921631
51,57.7284676,11.931706
51,57.7298023,11.9242355
53,57.7283948,11.934313
53,57.7285537,11.9308355
53,57.7297346,11.9244691
53,57.7285036,11.9314958
53,57.7288277,11.930177
52,57.7286153,11.9286583
52,57.7293126,11.9309772
52,57.7290056,11.9295199
52,57.7293644,11.9243885
52,57.7293644,11.9243885
52,57.7290555,11.9309331
52,57.7306156,11.922942
52,57.7293126,11.9309772
52,57.7285135,11.9310699
52,57.7288992,11.9287876
54,57.7293126,11.9309772
54,57.7297451,11.9251314
54,57.7294139,11.9241243
54,57.7299369,11.9225058
54,57.7302917,11.9215016
56,57.7291865,11.9309562
56,57.7284508,11.9331406
56,57.7284676,11.931706
56,57.7291865,11.9309562
56,57.7291865,11.9309562
56,57.7302442,11.9217479
56,57.7291247,11.9295409
56,57.7285738,11.9288972
56,57.7284676,11.931706
56,57.7307061,11.9230781
56,57.7285112,11.9301967
55,57.7284202,11.9334304
55,57.7284954,11.9325828
55,57.7302917,11.9215016
55,57.7298978,11.9237097
55,57.7288555,11.9314045
55,57.7298882,11.9227605
55,57.7293126,11.9309772
55,57.7306156,11.922942
55,57.7296455,11.9250376
57,57.7290056,11.9295199
56,57.7284676,11.931706
56,57.7285036,11.9314958
56,57.729393,11.9260384
56,57.7294139,11.9241243
56,57.7293828,11.9295877
56,57.731159,11.9221627
56,57.7297451,11.9251314
56,57.7293644,11.9243885
56,57.7293126,11.9309772
58,57.7288402,11.9299367
58,57.7285738,11.9288972
58,57.7295563,11.9248801
57,57.7284202,11.9334304
57,57.7309412,11.9217511
57,57.729393,11.9260384
57,57.7285036,11.9314958
57,57.7290555,11.9309331
57,57.729259,11.9295664
57,57.7288141,11.9304439
57,57.7283616,11.9346237
57,57.728635,11.9294758
57,57.7286638,11.92838
59,57.7288851,11.9290523
59,57.7288661,11.9321192
59,57.7288555,11.9314045
58,57.7287039,11.9281458
58,57.72966,11.9243552
58,57.730529,11.922811
58,57.7296279,11.9234342
58,57.7284676,11.931706
58,57.7288141,11.9304439
58,57.730529,11.922811
58,57.7297451,11.9251314
58,57.7284676,11.931706
58,57.728635,11.9294758
59,57.7283948,11.934313
59,57.7307765,11.921631
59,57.728597,11.9296996
59,57.7293828,11.9295877
59,57.7301677,11.9241222
59,57.7283948,11.934313
59,57.7293324,11.9256022
61,57.728829,11.9319294
61,57.7294019,11.9253075
61,57.7288402,11.9299367
61,57.729393,11.9260384
61,57.7285537,11.9308355
61,57.7300695,11.9240045
61,57.7288661,11.9321192
61,57.7286153,11.9286583
61,57.7290056,11.9295199
61,57.7305504,11.9206981
61,57.7305185,11.9222957
61,57.7283948,11.934313
60,57.7300284,11.9235372
60,57.7285036,11.9314958
60,57.7299783,11.9238943
60,57.7305185,11.9222957
60,57.7309966,11.9213273
60,57.7285036,11.9314958
60,57.7283301,11.9349304
63,57.7285738,11.9288972
63,57.7283948,11.934313
63,57.7285135,11.9310699
63,57.730529,11.922811
63,57.7285036,11.9314958
63,57.7288992,11.9287876
63,57.7285537,11.9308355
63,57.7302967,11.9226335
63,57.7284676,11.931706
63,57.7290056,11.9295199
63,57.7288141,11.9304439
62,57.7298978,11.9237097
62,57.7284508,11.9331406
62,57.7298023,11.9242355
62,57.7294019,11.9253075
62,57.7291247,11.9295409
62,57.7290555,11.9309331
62,57.7302027,11.9219599
62,57.7293153,11.9246462
62,57.7283915,11.9337095
65,57.7307061,11.9230781
65,57.7293324,11.9256022
65,57.7291865,11.9309562
65,57.7283915,11.9337095
65,57.7293153,11.9246462
65,57.7288014,11.9306934
65,57.7301108,11.9233236
64,57.7288141,11.9304439
64,57.7283948,11.934313
64,57.7283948,11.934313
64,57.7284954,11.9325828
64,57.7285135,11.9310699
64,57.7283948,11.934313
64,57.7309412,11.9217511
64,57.7296455,11.9250376
64,57.7285738,11.9288972
64,57.729393,11.9260384
66,57.7288723,11.9293091
66,57.7283616,11.9346237
66,57.7293828,11.9295877
66,57.7310055,11.9218727
66,57.728597,11.9296996
66,57.728597,11.9296996
66,57.7283948,11.934313
66,57.7302653,11.9242393
66,57.7286153,11.9286583
71,57.7301677,11.9241222
71,57.7293324,11.9256022
70,57.7285738,11.9288972
70,57.7283915,11.9337095
70,57.7309966,11.9213273
70,57.7285557,11.9299369
69,57.7284202,11.9334304
69,57.7283301,11.9349304
69,57.7310055,11.9218727
69,57.7285085,11.9323213
69,57.7287039,11.9281458
69,57.7283301,11.9349304
69,57.729951,11.9253233
69,57.7305504,11.9206981
69,57.7302967,11.9226335
68,57.7288661,11.9321192
68,57.7309123,11.9214972
68,57.7299783,11.9238943
68,57.7298434,11.9252226
68,57.7288661,11.9321192
74,57.7299369,11.9225058
74,57.7284508,11.9331406
74,57.7293828,11.9295877
74,57.7296768,11.9231791
74,57.7285112,11.9301967
73,57.7283616,11.9346237
73,57.731159,11.9221627
73,57.7300284,11.9235372
73,57.7295807,11.9236804
73,57.7293126,11.9309772
73,57.7302917,11.9215016
73,57.7288723,11.9293091
72,57.728182,11.9326104
72,57.7309123,11.9214972
72,57.7285036,11.9314958
72,57.731088,11.9211441
72,57.7285059,11.932368
72,57.7295537,11.9261438
72,57.7309966,11.9213273
72,57.7285557,11.9299369
78,57.7288661,11.9321192
78,57.7288555,11.9314045
78,57.7287039,11.9281458
77,57.7309412,11.9217511
77,57.7309966,11.9213273
77,57.728829,11.9319294
77,57.7306149,11.922084
76,57.7283301,11.9349304
76,57.7285557,11.9299369
76,57.7306149,11.922084
76,57.7284202,11.9334304
76,57.7285557,11.9299369
86,57.7302967,11.9226335
86,57.7284202,11.9334304
85,57.7294019,11.9253075
85,57.7299783,11.9238943
84,57.7304575,11.9227031
83,57.7299793,11.9222855
83,57.7283915,11.9337095
83,57.7285557,11.9299369
82,57.7284202,11.9334304
82,57.7283915,11.9337095
82,57.7284508,11.9331406
80,57.7309966,11.9213273
80,57.7288277,11.930177
30,57.6858995,11.9555788
16,57.6966282,11.9704965
16,57.6962627,11.9709087
16,57.6980982,11.9697927
16,57.6950426,11.9725964
19,57.6966282,11.9704965
19,57.6966282,11.9704965
19,57.6955142,11.9714272
19,57.695166,11.9724804
19,57.6980982,11.9697927
19,57.6964001,11.971565
19,57.6964001,11.971565
18,57.6968049,11.970474
18,57.6980982,11.9697927
21,57.6956377,11.9713114
21,57.6974919,11.9697167
21,57.6909482,11.9732702
21,57.6962627,11.9709087
21,57.6961568,11.9709932
21,57.6967856,11.9703555
21,57.6905873,11.9733683
20,57.6978364,11.9697626
20,57.6968049,11.970474
20,57.6953305,11.9716986
20,57.6944025,11.972291
20,57.6955142,11.9714272
20,57.6955142,11.9714272
20,57.6975795,11.9698949
20,57.6953305,11.9716986
20,57.6945352,11.9721956
20,57.6959436,11.9718721
22,57.6908766,11.9732587
22,57.6905873,11.9733683
22,57.6905873,11.9733683
22,57.6950426,11.9725964
22,57.6982658,11.9695275
22,57.6976486,11.9696748
22,57.6976486,11.9696748
22,57.6907936,11.9732635
22,57.6980195,11.969504
22,57.6966282,11.9704965
22,57.6909482,11.9732702
22,57.6907965,11.973114
21,57.6953305,11.9716986
21,57.6909927,11.9732275
21,57.6909927,11.9732275
21,57.6946332,11.9726941
21,57.6909927,11.9732275
21,57.6910773,11.9733064
21,57.695977,11.9710536
23,57.6978791,11.9697403
23,57.6908766,11.9732587
23,57.6945352,11.9721956
23,57.6956377,11.9713114
23,57.6978364,11.9697626
23,57.6910773,11.9733064
23,57.6948475,11.9725619
23,57.6982658,11.9695275
23,57.6979918,11.9698479
23,57.6956377,11.9713114
23,57.6909482,11.9732702
23,57.6968049,11.970474
23,57.6907936,11.9732635
22,57.6907353,11.9731885
22,57.6905873,11.9733683
22,57.6978364,11.9697626
22,57.695166,11.9724804
22,57.6950118,11.9720094
22,57.6908766,11.9732587
24,57.6959436,11.9718721
24,57.6977492,11.969592
24,57.6980982,11.9697927
24,57.695977,11.9710536
24,57.6907936,11.9732635
24,57.6907936,11.9732635
24,57.6910773,11.9733064
24,57.6905873,11.9733683
24,57.6946332,11.9726941
24,57.6962627,11.9709087
23,57.6961165,11.9717101
23,57.6907936,11.9732635
23,57.6953305,11.9716986
23,57.6955142,11.9714272
23,57.6906538,11.9732875
23,57.6947083,11.9730388
23,57.6906538,11.9732875
25,57.6907965,11.973114
25,57.6945352,11.9721956
25,57.6947083,11.9730388
25,57.6980195,11.969504
25,57.6982658,11.9695275
25,57.6982658,11.9695275
25,57.6976486,11.9696748
25,57.6982658,11.9695275
25,57.6907965,11.973114
25,57.6950118,11.9720094
24,57.6907353,11.9731885
24,57.6947205,11.9720618
24,57.6906538,11.9732875
24,57.6957524,11.971991
24,57.6980195,11.969504
24,57.6979088,11.9695694
24,57.6905873,11.9733683
24,57.6910773,11.9733064
24,57.6910773,11.9733064
26,57.6908766,11.9732587
26,57.6948475,11.9725619
26,57.6911262,11.9733072
26,57.6907936,11.9732635
26,57.6909482,11.9732702
26,57.6905873,11.9733683
26,57.6907965,11.973114
26,57.6948475,11.9725619
26,57.6980982,11.9697927
26,57.6905873,11.9733683
26,57.6911262,11.9733072
26,57.6907936,11.9732635
26,57.6955142,11.9714272
26,57.6961165,11.9717101
25,57.6948475,11.9725619
25,57.6959436,11.9718721
25,57.6976486,11.9696748
25,57.6909482,11.9732702
25,57.6982056,11.9697346
25,57.6976486,11.9696748
27,57.6979088,11.9695694
27,57.6980982,11.9697927
27,57.6956106,11.9720634
27,57.6911262,11.9733072
27,57.6961165,11.9717101
27,57.6911262,11.9733072
27,57.6961568,11.9709932
27,57.6907353,11.9731885
27,57.6948475,11.9725619
27,57.6907353,11.9731885
27,57.6909482,11.9732702
27,57.6905873,11.9733683
27,57.6907353,11.9731885
26,57.6947205,11.9720618
26,57.6959436,11.9718721
26,57.6947083,11.9730388
26,57.695977,11.9710536
26,57.6978364,11.9697626
26,57.6961165,11.9717101
26,57.6953389,11.9723183
28,57.6946332,11.9726941
28,57.6950118,11.9720094
27,57.6977492,11.969592
27,57.6950118,11.9720094
27,57.6955142,11.9714272
27,57.6957524,11.971991
27,57.6966282,11.9704965
27,57.6948475,11.9725619
27,57.6953305,11.9716986
27,57.6978364,11.9697626
27,57.6907353,11.9731885
27,57.6947205,11.9720618
29,57.6947083,11.9730388
29,57.6945352,11.9721956
29,57.6947205,11.9720618
29,57.6956377,11.9713114
29,57.6959436,11.9718721
29,57.6957524,11.971991
29,57.6961165,11.9717101
29,57.6976486,11.9696748
29,57.6961165,11.9717101
28,57.6982056,11.9697346
28,57.6979088,11.9695694
28,57.6956106,11.9720634
28,57.6908766,11.9732587
28,57.6948475,11.9725619
28,57.6950118,11.9720094
28,57.6906538,11.9732875
28,57.6906538,11.9732875
28,57.6948475,11.9725619
28,57.6957524,11.971991
30,57.6947083,11.9730388
30,57.6948475,11.9725619
30,57.6911262,11.9733072
30,57.6907353,11.9731885
30,57.6968049,11.970474
30,57.6957858,11.9711724
30,57.6947083,11.9730388
30,57.6950118,11.9720094
30,57.6908766,11.9732587
30,57.6966282,11.9704965
30,57.6956377,11.9713114
30,57.6911262,11.9733072
30,57.6957858,11.9711724
30,57.6945352,11.9721956
30,57.6947531,11.9727465
29,57.6977492,11.969592
29,57.6948475,11.9725619
29,57.6957524,11.971991
29,57.6948475,11.9725619
31,57.6907353,11.9731885
31,57.6948475,11.9725619
31,57.6966282,11.9704965
31,57.6911262,11.9733072
31,57.6982658,11.9695275
31,57.6959436,11.9718721
31,57.6905873,11.9733683
31,57.6947083,11.9730388
31,57.6906538,11.9732875
31,57.6945352,11.9721956
31,57.6957858,11.9711724
30,57.6957524,11.971991
30,57.6959436,11.9718721
30,57.695977,11.9710536
30,57.6979088,11.9695694
30,57.6955142,11.9714272
30,57.6955142,11.9714272
30,57.6975795,11.9698949
30,57.6945352,11.9721956
32,57.6957524,11.971991
32,57.6948475,11.9725619
31,57.6950426,11.9725964
31,57.6968049,11.970474
31,57.6962627,11.9709087
31,57.6950118,11.9720094
31,57.6982658,11.9695275
31,57.6959436,11.9718721
31,57.6956377,11.9713114
31,57.6947083,11.9730388
31,57.6957524,11.971991
31,57.6974475,11.9701359
33,57.6979918,11.9698479
33,57.6966282,11.9704965
33,57.6982658,11.9695275
33,57.6948475,11.9725619
33,57.6956106,11.9720634
32,57.6956106,11.9720634
32,57.6906538,11.9732875
32,57.6982658,11.9695275
32,57.6962627,11.9709087
32,57.6908766,11.9732587
32,57.6955142,11.9714272
32,57.6956377,11.9713114
32,57.6974919,11.9697167
33,57.6956106,11.9720634
33,57.6962627,11.9709087
33,57.6953389,11.9723183
33,57.6961165,11.9717101
33,57.6950426,11.9725964
33,57.6962627,11.9709087
33,57.6979918,11.9698479
33,57.6982658,11.9695275
35,57.6966282,11.9704965
35,57.6947083,11.9730388
35,57.6945352,11.9721956
35,57.6974475,11.9701359
35,57.6948475,11.9725619
35,57.6947205,11.9720618
35,57.6911262,11.9733072
34,57.6980982,11.9697927
34,57.6950426,11.9725964
34,57.6947531,11.9727465
34,57.6907965,11.973114
34,57.6962627,11.9709087
34,57.6974919,11.9697167
34,57.6907353,11.9731885
34,57.695977,11.9710536
37,57.6950426,11.9725964
37,57.6961568,11.9709932
37,57.6959436,11.9718721
37,57.6957858,11.9711724
37,57.6956377,11.9713114
37,57.6967856,11.9703555
37,57.6947531,11.9727465
37,57.6962627,11.9709087
37,57.6974919,11.9697167
36,57.6950118,11.9720094
36,57.6950426,11.9725964
36,57.695977,11.9710536
36,57.6959436,11.9718721
36,57.6982658,11.9695275
39,57.6974475,11.9701359
38,57.6978364,11.9697626
38,57.6956377,11.9713114
38,57.6956106,11.9720634
38,57.6980982,11.9697927
38,57.6961568,11.9709932
40,57.6957524,11.971991
40,57.6967856,11.9703555
40,57.6976185,11.969875
40,57.6978364,11.9697626
40,57.6961568,11.9709932
43,57.6978364,11.9697626
43,57.6959436,11.9718721
43,57.6950426,11.9725964
43,57.6976185,11.969875
43,57.6966282,11.9704965
43,57.6948475,11.9725619
43,57.6966282,11.9704965
42,57.6950426,11.9725964
42,57.6966282,11.9704965
42,57.6974475,11.9701359
42,57.6911262,11.9733072
42,57.6980982,11.9697927
45,57.6944025,11.972291
45,57.6946332,11.9726941
44,57.6962627,11.9709087
44,57.6982056,11.9697346
44,57.6967856,11.9703555
44,57.6964001,11.971565
44,57.6957524,11.971991
44,57.6974475,11.9701359
48,57.6979918,11.9698479
47,57.6975795,11.9698949
47,57.6950426,11.9725964
47,57.6962627,11.9709087
47,57.6967856,11.9703555
47,57.6961568,11.9709932
47,57.695166,11.9724804
46,57.6945352,11.9721956
46,57.6966282,11.9704965
46,57.6966282,11.9704965
46,57.6946332,11.9726941
46,57.6967856,11.9703555
46,57.6982056,11.9697346
46,57.6906538,11.9732875
46,57.6953305,11.9716986
49,57.6950426,11.9725964
49,57.6944025,11.972291
49,57.6980982,11.9697927
49,57.6966282,11.9704965
49,57.6967856,11.9703555
48,57.6964001,11.971565
48,57.6980982,11.9697927
48,57.6957524,11.971991
48,57.6946332,11.9726941
48,57.6956377,11.9713114
48,57.6966282,11.9704965
48,57.6950118,11.9720094
48,57.6975795,11.9698949
48,57.6976185,11.969875
48,57.6961568,11.9709932
50,57.6946332,11.9726941
50,57.6950426,11.9725964
50,57.6966282,11.9704965
50,57.6964001,11.971565
50,57.6955142,11.9714272
52,57.6945352,11.9721956
52,57.6956106,11.9720634
52,57.6953389,11.9723183
52,57.6953305,11.9716986
52,57.6955142,11.9714272
52,57.6980982,11.9697927
52,57.6978364,11.9697626
51,57.6982658,11.9695275
51,57.6974475,11.9701359
51,57.6976185,11.969875
51,57.6982056,11.9697346
51,57.6962627,11.9709087
51,57.6968049,11.970474
51,57.6956377,11.9713114
51,57.6962627,11.9709087
53,57.6946332,11.9726941
53,57.6968049,11.970474
53,57.6950118,11.9720094
53,57.6967856,11.9703555
53,57.6946332,11.9726941
53,57.6955142,11.9714272
53,57.6957524,11.971991
52,57.6962627,11.9709087
52,57.6950426,11.9725964
52,57.6956377,11.9713114
52,57.6950426,11.9725964
52,57.6953305,11.9716986
52,57.6944025,11.972291
52,57.6953305,11.9716986
52,57.6946332,11.9726941
52,57.6947205,11.9720618
54,57.6947205,11.9720618
54,57.6945352,11.9721956
54,57.6946332,11.9726941
54,57.6966282,11.9704965
54,57.6957524,11.971991
54,57.695977,11.9710536
54,57.6950118,11.9720094
53,57.6964001,11.971565
53,57.6945352,11.9721956
53,57.6975795,11.9698949
53,57.6946332,11.9726941
53,57.6980982,11.9697927
53,57.6953305,11.9716986
53,57.6962627,11.9709087
53,57.6959436,11.9718721
53,57.6980982,11.9697927
53,57.6946332,11.9726941
55,57.6953305,11.9716986
55,57.6968049,11.970474
55,57.6967856,11.9703555
55,57.6978364,11.9697626
55,57.6975795,11.9698949
54,57.6959436,11.9718721
54,57.6962627,11.9709087
54,57.6953305,11.9716986
54,57.6953389,11.9723183
54,57.6975795,11.9698949
54,57.6959436,11.9718721
54,57.6957858,11.9711724
54,57.6978364,11.9697626
54,57.6974475,11.9701359
54,57.695166,11.9724804
56,57.695166,11.9724804
56,57.6950426,11.9725964
56,57.6947205,11.9720618
56,57.695166,11.9724804
56,57.6950118,11.9720094
56,57.6967856,11.9703555
55,57.6962627,11.9709087
55,57.6945352,11.9721956
55,57.6950426,11.9725964
55,57.695977,11.9710536
55,57.6947205,11.9720618
55,57.6947531,11.9727465
55,57.6978364,11.9697626
55,57.6974475,11.9701359
55,57.6957858,11.9711724
55,57.6956106,11.9720634
57,57.695977,11.9710536
57,57.6964001,11.971565
57,57.695166,11.9724804
57,57.6942682,11.9722328
56,57.6959436,11.9718721
56,57.6975795,11.9698949
56,57.6974475,11.9701359
56,57.6946332,11.9726941
56,57.6950426,11.9725964
56,57.6950118,11.9720094
56,57.695166,11.9724804
56,57.6942682,11.9722328
56,57.6978364,11.9697626
56,57.6982658,11.9695275
58,57.6979918,11.9698479
58,57.6955142,11.9714272
57,57.6968049,11.970474
57,57.6982658,11.9695275
57,57.6953305,11.9716986
57,57.6953389,11.9723183
57,57.6980982,11.9697927
57,57.6967856,11.9703555
57,57.695166,11.9724804
57,57.6962627,11.9709087
57,57.6946332,11.9726941
57,57.6962627,11.9709087
58,57.6950426,11.9725964
58,57.6962057,11.9707785
58,57.6967856,11.9703555
58,57.6975795,11.9698949
58,57.6975795,11.9698949
58,57.6942682,11.9722328
58,57.6947083,11.9730388
58,57.6956377,11.9713114
58,57.6953305,11.9716986
58,57.6945352,11.9721956
59,57.6980982,11.9697927
59,57.695977,11.9710536
59,57.6953305,11.9716986
59,57.6968049,11.970474
59,57.6976185,11.969875
59,57.6947205,11.9720618
59,57.6942682,11.9722328
59,57.6979918,11.9698479
59,57.695166,11.9724804
61,57.6955142,11.9714272
61,57.6961165,11.9717101
61,57.6948475,11.9725619
61,57.695977,11.9710536
60,57.6979918,11.9698479
60,57.6955142,11.9714272
60,57.6947083,11.9730388
60,57.6962627,11.9709087
60,57.6942682,11.9722328
60,57.6953305,11.9716986
60,57.6944025,11.972291
60,57.6977492,11.969592
60,57.695977,11.9710536
60,57.6953305,11.9716986
62,57.6950118,11.9720094
62,57.6944025,11.972291
62,57.6955142,11.9714272
61,57.6966282,11.9704965
61,57.6950118,11.9720094
61,57.695977,11.9710536
61,57.6953389,11.9723183
61,57.6982056,11.9697346
61,57.6947531,11.9727465
61,57.6967856,11.9703555
61,57.6961568,11.9709932
63,57.6961568,11.9709932
63,57.6979918,11.9698479
63,57.6957858,11.9711724
63,57.6976185,11.969875
63,57.6956106,11.9720634
63,57.6982658,11.9695275
63,57.6967856,11.9703555
63,57.6961165,11.9717101
63,57.6947083,11.9730388
63,57.6953389,11.9723183
63,57.6967856,11.9703555
63,57.6945352,11.9721956
62,57.6945352,11.9721956
62,57.695166,11.9724804
62,57.6961568,11.9709932
62,57.6982658,11.9695275
62,57.695977,11.9710536
62,57.6974919,11.9697167
62,57.6982658,11.9695275
62,57.6961568,11.9709932
63,57.6950118,11.9720094
63,57.695977,11.9710536
63,57.6955142,11.9714272
63,57.6968049,11.970474
63,57.6961165,11.9717101
63,57.6957858,11.9711724
66,57.6980982,11.9697927
66,57.6947083,11.9730388
65,57.6961568,11.9709932
65,57.6955142,11.9714272
65,57.6945352,11.9721956
65,57.6982658,11.9695275
65,57.6964001,11.971565
65,57.6950118,11.9720094
65,57.6961568,11.9709932
65,57.6976185,11.969875
65,57.6962627,11.9709087
64,57.6947205,11.9720618
64,57.6982658,11.9695275
64,57.6946332,11.9726941
64,57.6950426,11.9725964
64,57.6950118,11.9720094
64,57.6947205,11.9720618
64,57.6942682,11.9722328
64,57.6957858,11.9711724
67,57.6945352,11.9721956
67,57.6957858,11.9711724
66,57.6968049,11.970474
66,57.6947205,11.9720618
66,57.6942682,11.9722328
66,57.6953305,11.9716986
66,57.6968049,11.970474
66,57.6967856,11.9703555
66,57.6978364,11.9697626
66,57.6979918,11.9698479
69,57.6968049,11.970474
69,57.6946332,11.9726941
69,57.6947083,11.9730388
69,57.6976185,11.969875
69,57.6975795,11.9698949
68,57.6942682,11.9722328
68,57.6974475,11.9701359
68,57.6955142,11.9714272
68,57.695977,11.9710536
68,57.6975795,11.9698949
68,57.6961165,11.9717101
68,57.6950118,11.9720094
68,57.6982056,11.9697346
68,57.6953389,11.9723183
69,57.6961568,11.9709932
69,57.6950426,11.9725964
69,57.6964001,11.971565
69,57.6967856,11.9703555
69,57.6947205,11.9720618
69,57.6967856,11.9703555
69,57.695166,11.9724804
69,57.6968049,11.970474
69,57.695977,11.9710536
70,57.6962627,11.9709087
70,57.6964001,11.971565
70,57.6947083,11.9730388
70,57.6950118,11.9720094
70,57.6950118,11.9720094
70,57.6961165,11.9717101
70,57.6946332,11.9726941
70,57.6961165,11.9717101
72,57.6947205,11.9720618
72,57.695166,11.9724804
72,57.6955142,11.9714272
72,57.6959436,11.9718721
72,57.6953305,11.9716986
71,57.6947205,11.9720618
71,57.6982056,11.9697346
71,57.6944025,11.972291
71,57.6976185,11.969875
71,57.6974475,11.9701359
71,57.6961568,11.9709932
71,57.6957858,11.9711724
71,57.6978364,11.9697626
72,57.6967856,11.9703555
72,57.6942682,11.9722328
72,57.6953305,11.9716986
72,57.6953305,11.9716986
72,57.6950118,11.9720094
72,57.6961165,11.9717101
72,57.6950118,11.9720094
74,57.6947083,11.9730388
73,57.6945352,11.9721956
73,57.6976185,11.969875
73,57.6978364,11.9697626
73,57.6955142,11.9714272
73,57.6945352,11.9721956
73,57.695977,11.9710536
73,57.6950118,11.9720094
73,57.695166,11.9724804
75,57.6967856,11.9703555
75,57.6947205,11.9720618
75,57.6964001,11.971565
74,57.6967856,11.9703555
74,57.6944025,11.972291
74,57.6967856,11.9703555
74,57.6976185,11.969875
74,57.6953305,11.9716986
74,57.6959436,11.9718721
74,57.6964001,11.971565
74,57.6957524,11.971991
74,57.6942682,11.9722328
75,57.695977,11.9710536
75,57.6959436,11.9718721
75,57.6955142,11.9714272
75,57.6950118,11.9720094
75,57.695166,11.9724804
75,57.6968049,11.970474
75,57.695977,11.9710536
78,57.6953389,11.9723183
78,57.6953305,11.9716986
78,57.6956377,11.9713114
77,57.6953389,11.9723183
77,57.6947205,11.9720618
77,57.6959436,11.9718721
77,57.6968049,11.970474
77,57.695166,11.9724804
